ID,StartTime,Duration_ns,ConnDuration_ns,DialDuration_ns,DNSDuration_ns,RequestDuration_ns,Status,StatusCode,Error
kong,2024-03-04T09:58:15Z,1357000,460875,48583,372500,18917,200 OK,200,
upstream,2024-03-04T09:58:15Z,884084,593291,56916,379750,12708,200 OK,200,
apisix,2024-03-04T09:58:15Z,7851167,1094417,205375,864000,27625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,19642792,1257916,224625,963583,77667,200 OK,200,
apisix,2024-03-04T09:58:15Z,6830583,402875,56959,295792,15333,200 OK,200,
kong,2024-03-04T09:58:15Z,4284750,771209,127000,625500,30042,200 OK,200,
upstream,2024-03-04T09:58:15Z,2172167,658250,121666,324834,31417,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,22394875,2253250,116833,2113709,17458,200 OK,200,
apisix,2024-03-04T09:58:15Z,12073000,1116500,171250,843459,77125,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,29511250,543709,96917,407792,36666,200 OK,200,
kong,2024-03-04T09:58:15Z,8147500,1549042,207834,425375,35833,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,24831000,808334,265834,446208,95250,200 OK,200,
upstream,2024-03-04T09:58:15Z,607333,397750,166834,184417,79292,200 OK,200,
kong,2024-03-04T09:58:15Z,5624875,272458,50791,202917,20500,200 OK,200,
upstream,2024-03-04T09:58:15Z,1931250,1766916,75125,1668875,22833,200 OK,200,
kong,2024-03-04T09:58:15Z,9071542,550875,51875,253000,243583,200 OK,200,
upstream,2024-03-04T09:58:15Z,1438917,1271583,943000,295917,41875,200 OK,200,
apisix,2024-03-04T09:58:15Z,10839375,3971292,72958,3877041,39625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,18484583,523875,161458,287250,66708,200 OK,200,
apisix,2024-03-04T09:58:15Z,8434875,213375,53750,144625,14667,200 OK,200,
kong,2024-03-04T09:58:15Z,5189833,421250,166875,236167,18000,200 OK,200,
upstream,2024-03-04T09:58:15Z,428667,266959,53750,187208,26875,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,19990833,853042,662500,172958,1090167,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,18807958,363709,108500,230584,27250,200 OK,200,
kong,2024-03-04T09:58:15Z,2973250,235667,149708,70000,30750,200 OK,200,
upstream,2024-03-04T09:58:15Z,912667,253625,65250,164875,202750,200 OK,200,
kong,2024-03-04T09:58:15Z,4573709,752791,91833,631917,75750,200 OK,200,
upstream,2024-03-04T09:58:15Z,2504875,2092583,1907292,150375,147167,200 OK,200,
apisix,2024-03-04T09:58:15Z,38993542,343209,59750,263666,20042,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,13978125,644375,76416,512625,50500,200 OK,200,
kong,2024-03-04T09:58:15Z,2708958,725208,102792,588500,77750,200 OK,200,
upstream,2024-03-04T09:58:15Z,1285834,879167,165459,631542,60958,200 OK,200,
apisix,2024-03-04T09:58:15Z,12952666,1215041,422250,770750,20250,200 OK,200,
apisix,2024-03-04T09:58:15Z,45316626,2295750,1093833,1175125,26500,200 OK,200,
apisix,2024-03-04T09:58:15Z,63252667,1992709,48291,1926791,21708,200 OK,200,
apisix,2024-03-04T09:58:15Z,47667709,2186667,48667,1929209,165583,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,9596292,714542,240125,454875,109292,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10864667,905583,321417,541875,43708,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,11400709,730791,419417,294958,39166,200 OK,200,
kong,2024-03-04T09:58:15Z,3641250,985625,165584,780166,40083,200 OK,200,
kong,2024-03-04T09:58:15Z,3080500,766000,57167,679708,26334,200 OK,200,
upstream,2024-03-04T09:58:15Z,947917,660125,149916,488042,27833,200 OK,200,
upstream,2024-03-04T09:58:15Z,704667,587458,423292,145750,20500,200 OK,200,
kong,2024-03-04T09:58:15Z,3479834,2046542,156250,1842083,97917,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10376417,596916,90291,455458,53416,200 OK,200,
upstream,2024-03-04T09:58:15Z,1207750,888750,135875,694041,61834,200 OK,200,
kong,2024-03-04T09:58:15Z,3333000,438041,58792,362791,80000,200 OK,200,
upstream,2024-03-04T09:58:15Z,1962250,1148458,48291,1078750,116375,200 OK,200,
apisix,2024-03-04T09:58:15Z,10589541,461667,70084,373583,20084,200 OK,200,
apisix,2024-03-04T09:58:15Z,11018083,244667,57125,167959,22833,200 OK,200,
apisix,2024-03-04T09:58:15Z,18127875,234541,159667,62250,10833,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10029291,580334,149958,336083,82709,200 OK,200,
kong,2024-03-04T09:58:15Z,1623375,462833,65875,338208,44750,200 OK,200,
upstream,2024-03-04T09:58:15Z,830000,379125,49250,302334,18834,200 OK,200,
apisix,2024-03-04T09:58:15Z,5897625,376416,51333,309917,17250,200 OK,200,
apisix,2024-03-04T09:58:15Z,24949791,405958,90667,285084,28791,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,25091334,636417,64041,522958,27833,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7992750,662209,266459,362042,30125,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,22458958,904250,201292,664917,30625,200 OK,200,
kong,2024-03-04T09:58:15Z,12387291,508542,69000,365458,96000,200 OK,200,
kong,2024-03-04T09:58:16Z,9861459,703167,43625,639292,18958,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,32861750,590792,56041,433833,36083,200 OK,200,
kong,2024-03-04T09:58:15Z,23972458,470792,216542,225042,28500,200 OK,200,
upstream,2024-03-04T09:58:16Z,16187000,879833,223166,629417,29000,200 OK,200,
upstream,2024-03-04T09:58:16Z,6060041,1175958,116583,1038875,23875,200 OK,200,
upstream,2024-03-04T09:58:16Z,19125084,18514125,74042,826250,17605625,200 OK,200,
kong,2024-03-04T09:58:16Z,11144042,506375,124584,323333,132125,200 OK,200,
upstream,2024-03-04T09:58:16Z,15586958,15195416,126500,15016041,71209,200 OK,200,
apisix,2024-03-04T09:58:16Z,34591500,1920417,1069625,45583,2631417,200 OK,200,
apisix,2024-03-04T09:58:16Z,37245375,3014000,95500,2889417,80417,200 OK,200,
apisix,2024-03-04T09:58:16Z,35227792,2065000,197792,544500,2628125,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,23233667,2218375,176041,1087416,46375,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,23490791,2360000,79292,1300584,210667,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,23239292,1988250,129542,1179167,77125,200 OK,200,
apisix,2024-03-04T09:58:16Z,40132750,711791,69084,608084,21375,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,12226083,587459,66667,471750,88709,200 OK,200,
kong,2024-03-04T09:58:16Z,17611042,1933834,230708,1686500,20750,200 OK,200,
kong,2024-03-04T09:58:16Z,17959750,2122833,227292,1841542,25042,200 OK,200,
kong,2024-03-04T09:58:16Z,19237000,1483834,178792,1278625,43708,200 OK,200,
upstream,2024-03-04T09:58:16Z,6367458,646042,132542,493542,22375,200 OK,200,
upstream,2024-03-04T09:58:16Z,8504041,153959,105208,13875,45333,200 OK,200,
upstream,2024-03-04T09:58:16Z,8897000,351750,40500,272375,37250,200 OK,200,
apisix,2024-03-04T09:58:16Z,21393125,601875,199041,366542,74833,200 OK,200,
apisix,2024-03-04T09:58:16Z,22028250,542125,39750,465292,33416,200 OK,200,
apisix,2024-03-04T09:58:16Z,21709750,328958,219500,84458,21250,200 OK,200,
kong,2024-03-04T09:58:16Z,54116708,578000,73250,443292,69375,200 OK,200,
upstream,2024-03-04T09:58:16Z,2811958,1036792,290250,649583,92292,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,27553584,8691000,456291,5682833,1055209,200 OK,200,
apisix,2024-03-04T09:58:16Z,16828542,1371500,197542,1099834,69792,200 OK,200,
kong,2024-03-04T09:58:16Z,14195250,801583,143416,588000,55084,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,42184833,8519500,355250,5772167,1080917,200 OK,200,
kong,2024-03-04T09:58:16Z,2885458,1372958,427416,884667,39041,200 OK,200,
upstream,2024-03-04T09:58:16Z,3633375,1551959,408584,1058333,69166,200 OK,200,
upstream,2024-03-04T09:58:16Z,731208,478042,109250,334584,37750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,8211709,835417,140542,620333,177375,200 OK,200,
kong,2024-03-04T09:58:16Z,2237625,1309459,65167,1225542,38125,200 OK,200,
upstream,2024-03-04T09:58:16Z,1547125,1135375,457333,500125,197083,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,51381833,8885292,636500,5712167,865208,200 OK,200,
kong,2024-03-04T09:58:16Z,1397167,453792,185583,232417,30750,200 OK,200,
apisix,2024-03-04T09:58:16Z,7156292,540583,71958,451583,27292,200 OK,200,
upstream,2024-03-04T09:58:16Z,1311958,584917,175916,381250,28333,200 OK,200,
apisix,2024-03-04T09:58:16Z,8237666,713166,250042,394625,85333,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,9836000,449334,107792,317250,50458,200 OK,200,
apisix,2024-03-04T09:58:16Z,17131292,329958,64541,251209,15958,200 OK,200,
kong,2024-03-04T09:58:16Z,1484334,434500,272250,145917,12292,200 OK,200,
upstream,2024-03-04T09:58:16Z,1135291,940292,73250,356708,32667,200 OK,200,
apisix,2024-03-04T09:58:16Z,15482375,991208,304625,641833,17625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,4934000,102084,81334,8209,27250,200 OK,200,
kong,2024-03-04T09:58:16Z,1504583,331750,44125,259958,17500,200 OK,200,
upstream,2024-03-04T09:58:16Z,651958,480583,44416,417541,24333,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,5246500,334792,67459,251959,21292,200 OK,200,
apisix,2024-03-04T09:58:16Z,8272416,516334,90209,408208,27500,200 OK,200,
kong,2024-03-04T09:58:16Z,7922625,298458,63000,219209,16625,200 OK,200,
upstream,2024-03-04T09:58:16Z,1775875,1128125,243250,703708,103167,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,19184042,789042,33208,721167,39750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,7888833,200208,48834,121625,27958,200 OK,200,
apisix,2024-03-04T09:58:16Z,11688041,416584,140875,214250,97708,200 OK,200,
kong,2024-03-04T09:58:16Z,2667750,646417,96542,518209,27500,200 OK,200,
kong,2024-03-04T09:58:16Z,3871625,965250,38334,242125,19000,200 OK,200,
upstream,2024-03-04T09:58:16Z,1745500,985625,47833,792083,17000,200 OK,200,
upstream,2024-03-04T09:58:16Z,1275916,765375,66417,679083,18666,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,7384333,576667,51875,493334,43000,200 OK,200,
kong,2024-03-04T09:58:16Z,2203125,749709,93916,618834,83125,200 OK,200,
upstream,2024-03-04T09:58:16Z,759833,433958,65250,350875,18000,200 OK,200,
apisix,2024-03-04T09:58:16Z,8247625,775875,397459,355375,18500,200 OK,200,
apisix,2024-03-04T09:58:16Z,9383375,499292,50500,430875,20833,200 OK,200,
apisix,2024-03-04T09:58:16Z,7293500,608916,170417,353750,61750,200 OK,200,
apisix,2024-03-04T09:58:16Z,20827333,1301375,55041,1224333,14458,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,15217417,416792,50083,344791,21084,200 OK,200,
kong,2024-03-04T09:58:16Z,1872667,264250,48625,188625,18625,200 OK,200,
upstream,2024-03-04T09:58:16Z,626333,441208,67208,345417,27708,200 OK,200,
apisix,2024-03-04T09:58:16Z,6055542,374208,209667,145667,27250,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,25444000,618083,252167,305583,248625,200 OK,200,
kong,2024-03-04T09:58:16Z,1672625,424500,50542,342875,29375,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,6396917,380292,69209,272333,35584,200 OK,200,
upstream,2024-03-04T09:58:16Z,2359791,399500,94666,287500,16083,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,24022250,394834,50084,328541,17333,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,26543750,657584,50834,558458,31834,200 OK,200,
kong,2024-03-04T09:58:16Z,1596250,363417,42458,308834,22542,200 OK,200,
upstream,2024-03-04T09:58:16Z,739709,603125,129458,460000,19166,200 OK,200,
kong,2024-03-04T09:58:16Z,975166,330583,131291,155500,19209,200 OK,200,
kong,2024-03-04T09:58:16Z,4963750,420416,83041,322958,54250,200 OK,200,
upstream,2024-03-04T09:58:16Z,4184792,3947458,54708,3871375,42333,200 OK,200,
apisix,2024-03-04T09:58:16Z,4576292,174916,52125,108625,19084,200 OK,200,
upstream,2024-03-04T09:58:16Z,691292,242792,44708,181791,19041,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,4416709,262083,50500,195917,20125,200 OK,200,
apisix,2024-03-04T09:58:16Z,10848250,502542,156625,320042,16834,200 OK,200,
apisix,2024-03-04T09:58:16Z,6099334,332250,81250,238375,16583,200 OK,200,
kong,2024-03-04T09:58:16Z,2633417,910542,97375,795458,26333,200 OK,200,
upstream,2024-03-04T09:58:16Z,823500,336042,54708,263250,15167,200 OK,200,
apisix,2024-03-04T09:58:16Z,10954125,599541,44375,541916,16125,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,7067167,441459,96667,309875,14083,200 OK,200,
apisix,2024-03-04T09:58:16Z,6053709,629542,45875,534458,32666,200 OK,200,
kong,2024-03-04T09:58:16Z,2004500,763083,145375,428166,25542,200 OK,200,
upstream,2024-03-04T09:58:16Z,1286292,821750,305875,482292,23042,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,14719042,893166,166333,671583,18875,200 OK,200,
kong,2024-03-04T09:58:16Z,3008917,1264167,200959,977291,277416,200 OK,200,
upstream,2024-03-04T09:58:16Z,1840791,1138666,365334,682125,122500,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,14553500,692083,189042,466083,87834,200 OK,200,
kong,2024-03-04T09:58:16Z,2869875,447792,55334,349959,30125,200 OK,200,
apisix,2024-03-04T09:58:16Z,16083500,1055250,146916,881292,34250,200 OK,200,
upstream,2024-03-04T09:58:16Z,3544416,3153833,93042,1121209,601666,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,27451542,917375,104791,797292,27500,200 OK,200,
kong,2024-03-04T09:58:16Z,3067792,436084,87334,280875,42792,200 OK,200,
upstream,2024-03-04T09:58:16Z,581666,398916,127083,245875,23334,200 OK,200,
apisix,2024-03-04T09:58:16Z,26140625,1397000,923791,437333,27625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,20252500,730875,276792,257416,195541,200 OK,200,
kong,2024-03-04T09:58:16Z,1024083,356000,127459,211542,25958,200 OK,200,
upstream,2024-03-04T09:58:16Z,484917,288708,76833,199625,11625,200 OK,200,
apisix,2024-03-04T09:58:16Z,10431792,366042,59750,277458,30750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,4376375,358500,97708,239084,20417,200 OK,200,
kong,2024-03-04T09:58:16Z,1186750,416083,45583,349166,11000,200 OK,200,
apisix,2024-03-04T09:58:16Z,25529208,703667,239291,435542,76000,200 OK,200,
upstream,2024-03-04T09:58:16Z,767416,625208,47125,565708,9167,200 OK,200,
apisix,2024-03-04T09:58:16Z,6420666,218750,54167,147834,13000,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,6959458,307792,91750,202416,13542,200 OK,200,
kong,2024-03-04T09:58:16Z,1208750,228000,53417,157792,13750,200 OK,200,
apisix,2024-03-04T09:58:16Z,5946708,404375,41541,352833,8125,200 OK,200,
upstream,2024-03-04T09:58:16Z,715916,332875,46500,272208,12500,200 OK,200,
apisix,2024-03-04T09:58:16Z,4430083,306792,166917,126542,14500,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,5382583,142250,33959,97542,8000,200 OK,200,
kong,2024-03-04T09:58:16Z,1612417,440959,63208,358375,34834,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,13748042,328959,40666,274625,13125,200 OK,200,
upstream,2024-03-04T09:58:16Z,982375,555792,51291,489750,14666,200 OK,200,
kong,2024-03-04T09:58:16Z,993292,229500,43584,162250,30167,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,4826125,366833,139584,210125,13917,200 OK,200,
upstream,2024-03-04T09:58:16Z,1239209,903417,105292,747792,41292,200 OK,200,
kong,2024-03-04T09:58:16Z,1584208,726792,267750,399458,12833,200 OK,200,
upstream,2024-03-04T09:58:16Z,1171208,811250,253834,497083,70916,200 OK,200,
apisix,2024-03-04T09:58:16Z,5036958,330584,185375,134834,8708,200 OK,200,
apisix,2024-03-04T09:58:16Z,6793250,495458,93584,386625,13208,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,7608334,321625,58000,248416,10667,200 OK,200,
apisix,2024-03-04T09:58:16Z,8479166,528500,59375,437541,30250,200 OK,200,
kong,2024-03-04T09:58:16Z,2082542,465667,89542,352250,19417,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,27454875,886500,186791,670584,40084,200 OK,200,
upstream,2024-03-04T09:58:16Z,1679042,402459,74750,311791,14459,200 OK,200,
kong,2024-03-04T09:58:16Z,1708917,542542,74833,446208,43208,200 OK,200,
upstream,2024-03-04T09:58:16Z,1034583,703583,74125,616167,10625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,5582667,282917,44208,217667,20292,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,10544541,467208,67916,367500,19916,200 OK,200,
kong,2024-03-04T09:58:16Z,1498250,298542,41417,243958,13000,200 OK,200,
upstream,2024-03-04T09:58:16Z,771833,433000,68833,349375,11666,200 OK,200,
kong,2024-03-04T09:58:16Z,1868583,253250,43500,198292,9000,200 OK,200,
upstream,2024-03-04T09:58:16Z,374375,269250,64417,194583,11792,200 OK,200,
apisix,2024-03-04T09:58:16Z,10143667,1006959,383667,602708,20541,200 OK,200,
apisix,2024-03-04T09:58:16Z,9804542,323500,70583,240792,54541,200 OK,200,
apisix,2024-03-04T09:58:16Z,7162167,523834,67792,444334,9500,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,5452708,406750,88333,301458,14334,200 OK,200,
kong,2024-03-04T09:58:16Z,1267416,537334,80208,393125,39292,200 OK,200,
upstream,2024-03-04T09:58:16Z,623750,459166,39250,406125,20750,200 OK,200,
apisix,2024-03-04T09:58:16Z,4374916,263917,109875,140959,10875,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,10644833,336125,92750,225708,41125,200 OK,200,
kong,2024-03-04T09:58:16Z,1507916,386875,260375,107625,16000,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,11561125,637791,105625,513083,11750,200 OK,200,
upstream,2024-03-04T09:58:16Z,970917,627375,127000,485458,39750,200 OK,200,
kong,2024-03-04T09:58:16Z,1403708,491583,139750,316333,10084,200 OK,200,
apisix,2024-03-04T09:58:16Z,21044375,181416,46000,124083,8209,200 OK,200,
upstream,2024-03-04T09:58:16Z,832750,559667,405667,142333,15667,200 OK,200,
apisix,2024-03-04T09:58:16Z,5341334,425625,99833,313666,11416,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,12284583,295500,71541,204208,18250,200 OK,200,
apisix,2024-03-04T09:58:16Z,21705000,337500,81375,233416,18750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,28587250,470667,134000,316250,18083,200 OK,200,
kong,2024-03-04T09:58:16Z,3808000,387916,102416,187625,111041,200 OK,200,
upstream,2024-03-04T09:58:16Z,2549375,2009958,161125,1819333,35750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,31680000,535792,126375,362000,12833,200 OK,200,
kong,2024-03-04T09:58:16Z,15056375,843666,88917,704417,28959,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,11123708,850209,204917,574542,25542,200 OK,200,
upstream,2024-03-04T09:58:16Z,2495791,1403959,111500,1236875,51208,200 OK,200,
apisix,2024-03-04T09:58:16Z,10841458,1655167,152125,1475334,18708,200 OK,200,
kong,2024-03-04T09:58:16Z,11639584,1517917,83083,1357583,10417,200 OK,200,
upstream,2024-03-04T09:58:16Z,4350333,574541,140333,352875,71417,200 OK,200,
kong,2024-03-04T09:58:16Z,14457792,621958,336333,264083,25875,200 OK,200,
apisix,2024-03-04T09:58:16Z,13501500,1818084,67834,1732125,19542,200 OK,200,
upstream,2024-03-04T09:58:16Z,839750,266208,45000,206791,173459,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,13409750,1331584,368167,884875,86917,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,8175583,738791,44375,653500,11292,200 OK,200,
apisix,2024-03-04T09:58:16Z,15851250,838209,346625,459042,70625,200 OK,200,
apisix,2024-03-04T09:58:16Z,27933708,307792,95833,190916,17084,200 OK,200,
kong,2024-03-04T09:58:16Z,22781500,538292,370042,68541,106583,200 OK,200,
upstream,2024-03-04T09:58:16Z,3284667,802708,69667,706000,31291,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,21358084,12333458,2626250,5909625,1095167,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,10315250,1390958,221959,826458,1287834,200 OK,200,
kong,2024-03-04T09:58:16Z,30531167,476084,143792,278666,774667,200 OK,200,
upstream,2024-03-04T09:58:16Z,1748708,1579708,65083,1486083,32750,200 OK,200,
apisix,2024-03-04T09:58:16Z,6270417,586042,57542,497333,23667,200 OK,200,
kong,2024-03-04T09:58:16Z,3894250,1926875,81125,1829584,24000,200 OK,200,
upstream,2024-03-04T09:58:16Z,1011250,592250,92292,477958,17375,200 OK,200,
kong,2024-03-04T09:58:16Z,8619542,2173042,97583,2043041,11042,200 OK,200,
upstream,2024-03-04T09:58:16Z,668667,457042,47375,390042,11459,200 OK,200,
apisix,2024-03-04T09:58:16Z,6381875,450000,178416,254334,14667,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,14203666,716292,45750,654875,16291,200 OK,200,
apisix,2024-03-04T09:58:16Z,15455084,694000,185250,450625,19125,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,6685584,491792,50834,399333,13500,200 OK,200,
apisix,2024-03-04T09:58:16Z,19231167,315917,54625,238333,42500,200 OK,200,
kong,2024-03-04T09:58:16Z,12905000,486500,88958,363375,26750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,12062417,1066250,399708,572125,103916,200 OK,200,
kong,2024-03-04T09:58:16Z,12132958,2159833,471542,1572167,22292,200 OK,200,
upstream,2024-03-04T09:58:16Z,5344292,2009834,156042,1159792,701375,200 OK,200,
upstream,2024-03-04T09:58:16Z,5269958,1589333,326250,445167,10875,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,11730750,889292,108833,700750,23084,200 OK,200,
kong,2024-03-04T09:58:16Z,2382917,598625,237208,321583,20334,200 OK,200,
kong,2024-03-04T09:58:16Z,13534708,830666,190167,622709,1156917,200 OK,200,
apisix,2024-03-04T09:58:16Z,8655167,922084,49417,795000,24875,200 OK,200,
upstream,2024-03-04T09:58:16Z,2165833,1043875,606875,414167,54750,200 OK,200,
upstream,2024-03-04T09:58:16Z,2698958,1553792,1012750,472000,55583,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,10879541,1183833,342208,797959,41375,200 OK,200,
apisix,2024-03-04T09:58:16Z,19378583,353125,88750,230792,44667,200 OK,200,
apisix,2024-03-04T09:58:16Z,9684750,719833,173250,491709,44500,200 OK,200,
kong,2024-03-04T09:58:16Z,2368542,639750,63875,521959,30042,200 OK,200,
upstream,2024-03-04T09:58:16Z,1405166,599750,141125,404417,38583,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,8507792,1016167,399708,575000,53750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,8826750,1264500,335208,881000,32458,200 OK,200,
apisix,2024-03-04T09:58:16Z,6132375,734916,60042,643000,16125,200 OK,200,
apisix,2024-03-04T09:58:16Z,19426792,734291,91875,501958,59917,200 OK,200,
kong,2024-03-04T09:58:16Z,2751708,759875,167083,569416,9959,200 OK,200,
kong,2024-03-04T09:58:16Z,3972166,798917,44250,715125,20584,200 OK,200,
upstream,2024-03-04T09:58:16Z,1491167,915125,226500,641084,86625,200 OK,200,
upstream,2024-03-04T09:58:16Z,616291,474459,45583,394417,18209,200 OK,200,
apisix,2024-03-04T09:58:16Z,10212042,809333,54334,740250,10000,200 OK,200,
apisix,2024-03-04T09:58:16Z,9986834,518958,48084,458042,12667,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,14286500,987750,41667,929167,17250,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,21400209,217166,61166,133667,9375,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,11298917,4585000,400209,1939875,913917,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,13524709,4447208,224084,1904500,1009208,200 OK,200,
kong,2024-03-04T09:58:16Z,16504250,3634708,417500,1864333,876541,200 OK,200,
kong,2024-03-04T09:58:16Z,10006875,653583,68584,517833,16125,200 OK,200,
kong,2024-03-04T09:58:16Z,9168375,363583,56458,280375,22417,200 OK,200,
upstream,2024-03-04T09:58:16Z,7230042,189834,121917,55125,8833,200 OK,200,
upstream,2024-03-04T09:58:16Z,4327250,397334,55750,311125,20500,200 OK,200,
upstream,2024-03-04T09:58:16Z,7481500,305542,39959,239959,15334,200 OK,200,
apisix,2024-03-04T09:58:16Z,31316958,644875,82625,550708,7875,200 OK,200,
apisix,2024-03-04T09:58:16Z,31451917,677792,134792,492458,21958,200 OK,200,
kong,2024-03-04T09:58:16Z,42803708,796292,186500,584958,21375,200 OK,200,
apisix,2024-03-04T09:58:16Z,32436083,675875,74458,551708,26875,200 OK,200,
upstream,2024-03-04T09:58:16Z,24068000,11419250,468542,6903291,2833417,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,25819708,11491500,391375,6822750,2842917,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,25952750,11307792,334208,7016500,3008166,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,31348501,10935500,363875,6880333,2923291,200 OK,200,
apisix,2024-03-04T09:58:16Z,31658458,12023958,554333,6640708,421833,200 OK,200,
kong,2024-03-04T09:58:16Z,30768458,11391333,530000,7146458,429666,200 OK,200,
kong,2024-03-04T09:58:16Z,24920375,5533167,461625,5044250,921291,200 OK,200,
kong,2024-03-04T09:58:16Z,31153958,11648208,389584,7181625,513708,200 OK,200,
upstream,2024-03-04T09:58:16Z,24667584,9797500,701917,6637875,3397875,200 OK,200,
upstream,2024-03-04T09:58:16Z,24654250,9763917,668292,6608916,3449292,200 OK,200,
upstream,2024-03-04T09:58:16Z,24709375,9875291,715291,6652542,3352667,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,26517208,9965375,720334,6684292,3826166,200 OK,200,
apisix,2024-03-04T09:58:16Z,96954041,14820542,1101375,9176334,3791500,200 OK,200,
apisix,2024-03-04T09:58:16Z,97048333,14789417,1053709,9210041,3847667,200 OK,200,
apisix,2024-03-04T09:58:16Z,97074542,14679083,619375,9123250,4346667,200 OK,200,
kong,2024-03-04T09:58:16Z,129698250,14455208,564750,9046000,4637042,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,66277167,30760875,935833,23530417,1294417,200 OK,200,
apisix-decoupled,2024-03-04T09:58:16Z,66967375,30805875,907875,23459625,898250,200 OK,200,
upstream,2024-03-04T09:58:16Z,37881000,14970416,1051417,9470042,5194583,200 OK,200,
